htid,year,bib_fmt,stratum,title,description
uc1.b4579836,1969,BK,book,"Interrogating the oracle; a history of the London Browning Society, by William S. Peterson.",
mdp.39015002672486,1969,BK,book,"Interrogating the oracle; a history of the London Browning Society, by William S. Peterson.",
mdp.39015032328190,1934,BK,book,Intimate glimpses from Browning's letter file : selected from letters in the Baylor University Browning collection / assembled by A. Joseph Armstrong ; with an introd. by Roland A. Young.,
mdp.39015064403507,1936,BK,book,Introduction to college physics / [by] John Remington Hobbie.,
uc1.b3754067,1964,BK,book,"Introduction to infrared and Raman spectroscopy [by] Norman B. Colthup, Lawrence H. Daly [and] Stephen E. Wiberley.",
mdp.39015016059761,1972,BK,book,Introduction to molecular energies and spectra / [by] Marlin D. Harmony.,
mdp.39015000449390,1965,BK,book,Introduction to physical gas dynamics. By Walter G. Vincenti and Charles H. Kruger.,
hvd.hn2y51,1947,BK,book,"Irénée Bonfils [on the religion of his forefathers and of our forefathers] Published in Paris 1808, translated by Pierre S. Du Pont.",
uc1.$b580723,1961,BK,book,"Issues, problems & approaches in the teaching of English, edited by George Winchester Stone, Jr.",
mdp.39076006084938,1977,BK,book,"J. A. M., Junior Art Museum / Lynn R. Colter.",
nyp.33333080762616,1954,BK,book,Jaro and the golden colt / by Margaret Phelps ; illustrated by Evelyn Copelman.,
pst.000053749468,1973,BK,book,Jesus and the nonviolent revolution. / Translated by Michael H. Shank and Marlin E. Miller. With introd. by Marlin E. Miller.,
mdp.39015057494257,1976,BK,book,John Coltrane / by Bill Cole.,
mdp.39015007946380,1976,BK,book,John Coltrane / by Bill Cole.,
pst.000033450834,1977,BK,book,John Olson's Book of the shotgun / by John Olson.,
pst.000033450704,1974,BK,book,John Olson's book of the rifle / by John Olson.,
uc1.$b539219,1940,BK,book,"John White Geary, soldier-statesman, 1819-1873, by Harry Marlin Tinkcom.",
mdp.39015037504886,1969,BK,book,"John of Mirfield (d. 1407). Surgery. A translation of his Breviarium Bartholomei, pt. IX / by James B. Colton, 2nd. With an introd. by Frank B. Berry.",
mdp.39015043002289,1967,BK,book,Johnny got his gun / Dalton Trumbo.,
mdp.39015058204549,1959,BK,book,Johnny got his gun.,
cub.p101011913011,1941,BK,book,"Johnny, get your gun : a farce in one act / by William D. Fisher.",
mdp.39015028780537,1975,BK,book,"Joint lives, Elizabeth Barrett and Robert Browning : a selection of works from the Henry W. and Albert A. Berg Collection of English and American Literature / [compiled] by John D. Gordan ; with a foreword by Lola L. Szladits.",
umn.31951001751985n,1946,BK,book,Keith's Rifles for large game.,
mdp.39076002198575,1957,BK,book,King Oberon's forest / by Hilda van Stockum ; illustrated by Brigid Marlin.,
osu.32435070718366,1955,BK,book,Knock 'em dead / Jack Karney. Point of no escape / Mel Colton.,
pst.000029027491,1970,BK,book,Kuhlhoff on guns.,
mdp.39015012077346,1971,BK,book,"LTA's - their teachers, their training; proceedings of the Council on Library Technology (COLT) Central Regional Workshop, held February 5 and 6, 1971 / Edited by Richard L. Taylor.",
uva.x001030437,1978,BK,book,Landscaping with native plants in the Middle-Atlantic region / Elizabeth N. Dupont ; technical ill. by Stephen Kuter ; native plant drawings by Jane H. Scott ; photography by Susan Andreen ; [edited and designed by Wick Williams].,
uva.x000680645,1966,BK,book,Later writings / by Karl Rahner ; translated by Karl-H. Kruger.,v.5
uc1.c2932971,1958,BK,book,Law and feud in an aboriginal society of North Australia / by Arnold Remington Pilling.,
osu.32435055409478,1952,BK,book,Law of the six-gun / Paul Evan Lehman.,
wu.89038844080,1973,BK,book,Lectures on electrochemical corrosion [by] Marcel Pourbaix. Translated by J. A. S. Green. Translation edited by Roger W. Staehle. With a foreword by Jerome Kruger.,
uc1.c2946022,1961,BK,book,Leisure and social structure / by Waltraut Marga Feindt Browning.,
mdp.39015032392899,1936,BK,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, Jr. Being Baylor university's Browning interests, series ten.",
uc1.b3548133,1936,BK,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, Jr. Being Baylor university's Browning interests, series ten.",
mdp.39015031242137,1937,BK,book,"Letters from Owen Meredith (Robert, first earl of Lytton) to Robert and Elizabeth Barrett Browning / edited by Aurelia Brooks Harlan and J. Lee Harlan, jr.",
uc1.$b683256,1933,BK,book,"Letters of Robert Browning, collected by Thomas J. Wise, edited with an introduction and notes by Thurman L. Hood.",
mdp.39015002672502,1933,BK,book,"Letters of Robert Browning, collected by Thomas J. Wise, edited with an introduction and notes by Thurman L. Hood.",
uc1.$b90,1966,BK,book,"Léon Blum, humanist in politics [by] Joel Colton.",
mdp.39015046376961,1966,BK,book,"Léon Blum, humanist in politics [by] Joel Colton.",
mdp.39015010831306,1966,BK,book,"Léon Blum, humanist in politics [by] Joel Colton.",
uc1.b4951724,1970,BK,book,License to carry a gun.,
mdp.39015005660082,1970,BK,book,License to carry a gun.,
uc1.31822026346932,1975,BK,book,Line throwing gun for oceanographic instrument recovery : operation and service manual / by Richard L. Shutts,
wu.89066029026,1969,BK,book,"Lineage of Chovine Richardson Clark, Manning, South Carolina. On father's side: Clark, DuPont, Guerry, Graves, Kimmel, Long, Perdriau, Phillips. On mother's side: Benbow, Billups, Humphrey, Richardson. By Chovine R. Clark.",
coo.31924002810178,1963,BK,book,Living flowers that last : A National symposium / By A. F. DeWerth [and others] Edited by Marlin N. Rogers.,
uc1.b4411755,1977,BK,book,Loading the revolver with real bullets : poems / by Paul F. Fericano,
mdp.39076002202179,1961,BK,book,Lonesome little colt / by C.W. Anderson.,
uc1.32106002179056,1974,BK,book,Lookout cartridge.,
inu.30000007063427,1946,BK,book,"Love poems of Elizabeth Barrett Browning and Robert Browning; selected, and with a foreword, by Louis Untermeyer.",
cub.p101191807013,1936,BK,book,Lullaby of guns / by Arthur J. Kirschstein.,
uga1.32108045085480,1951,BK,book,Major Ned H. Roberts and the Schuetzen rifle; [compiled from the writings of Ned H. Roberts] Edited and published by Gerald O. Kelver.,
mdp.39015002335092,1973,BK,book,Malevil / Translated from the French by Derek Coltman.,
uc1.b3997309,1966,BK,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,v.2
uc1.b3989187,1966,BK,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,v.1
mdp.39015008867098,1966,BK,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,v.2
mdp.39015008867080,1966,BK,book,Man and international relations; contributions of the social sciences to the study of conflict and integration [compiled by] J. K. Zawodny. With the editorial assistance of Aina Z. B. Kruger. Foreword by Ernest R. Hilgard.,v.1
uva.x000221468,1963,BK,book,Man in the church / by Karl Rahner ; translated by Karl-H. Kruger.,v.2
uva.x000386211,1963,BK,book,Man in the church / by Karl Rahner ; translated by Karl-H. Kruger.,v.2
iau.31858047688670,1958,BK,book,Manhattan firearms.,
uc1.b4151983,1970,BK,book,"Marine mammals, by Earl L. Packard, Remington Kellogg, and Ernst Huber.",
inu.39000002507395,1979,BK,book,"Marksmanship, McNamara, and the M16 rifle : organizations, analysis, and weapons acquisition / Thomas L. McNaugher.",
mdp.39015029155101,1942,BK,book,Marling hall / by Angela Thirkell.,
mdp.39015048141652,1980,BK,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",
uc1.31822010267383,1980,BK,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",
uc1.b2500973,1980,BK,book,"Mary Colter, builder upon the red earth / by Virginia L. Grattan.",
mdp.39015000786171,1973,BK,book,Maternal and newborn care: nursing interventions / Compiled by Mary H. Browning and Edith P. Lewis. -,
mdp.39015017344451,1944,BK,book,Mathematics for exterior ballistics.,
wu.89067680652,1944,BK,book,Mathematics for exterior ballistics.,
uiug.30112101469994,1954,BK,book,Meet the parakeet; preface by R. Marlin Perkins.,
cub.u183001047990,1954,BK,book,Meeting at night : high / by Norman Dello Joio ; poem by Robert Browning.,
mdp.39076006030519,1964,BK,book,"Memory: a contribution to experimental psychology / Translated by Henry A. Ruger and Clara E. Bussenius, and with a new introd. by Ernest R. Hilgard.",
uc1.31822013485602,1973,BK,book,"Men in a developing society : geographic and social mobility in Monterrey, Mexico / Jorge Balán, Harley L. Browning, Elizabeth Jelin ; with the assistance of Waltraut Feindt.",
uc1.31175013347748,1945,BK,book,Men without guns / text by De Witt Mackenzie ; descriptive captions by Major Clarence Worden ; foreword by Major General Norman T. Kirk ; illustrated with 137 plates from the Abbott collection of paintings owned by the United States government.,
uc1.31158000331131,1972,BK,book,Mental retardation and the future / edited by Kevin B. McGovern and Philip L. Browning.,
uc1.31175000624752,1962,BK,book,Methods in exterior ballistics / by Forest Ray Moulton.,
mdp.39015069112095,1967,BK,book,Methods of wood chemistry / B. L. Browning.,v.1
umn.31951000339213c,1967,BK,book,Methods of wood chemistry / B. L. Browning.,v.1
umn.31951000339214a,1967,BK,book,Methods of wood chemistry / B. L. Browning.,v.2
uc1.b2887236,1967,BK,book,Methods of wood chemistry / B. L. Browning.,v.2
uiug.30112106908624,1932,BK,book,Mexican tailless amphibians in the United States National Museum / by Remington Kellogg.,
pst.000001149685,1970,BK,book,Military pistols and revolvers: the handguns of the two world wars / by I. V. Hogg.,
wu.89091239491,1979,BK,book,Modeling and forecasting of maneuvering tank position for gun fire control / by Chairote Kunpanitchakit.,
coo.31924030397008,1946,BK,book,"Modern economics, its principles and practices, by Justin H. Moore, William H. Steiner, Herbert Arkin [and] Raymond R. Colton.",
mdp.39015080058616,1941,BK,book,"Modern gun production, including the manufacture of gun carriages, recoil mechanisms, range finders, fire control apparatus.",
nyp.33433009380167,1933,BK,book,"Modern gunsmithing ; a manual of firearms design,  construction, and remodeling, for amateurs and professionals / by Clyde Baker.",
mdp.39015014183738,1939,BK,book,More homage to Browning / illustrated by Enrique Ramírez.,
uc1.b3553553,1939,BK,book,More homage to Browning / illustrated by Enrique Ramírez.,
pst.000030646094,1974,BK,book,"Mostly tailfeathers : stories about guns and dogs and birds and other odds and ends / Gene Hill ; drawings by Gordon M. Allen, Jr.",
uva.x030796535,1947,BK,book,Mountain pony and the pinto colt;,
umn.31951000799855g,1944,BK,book,Muzzle flashes; five centuries of firearms and men.,
mdp.39015028556010,1972,BK,book,My dear Wister: the Frederic Remington-Owen Wister letters / By Ben Merchant Vorpahl. With a foreword by Wallace Stegner. -,
uc1.b4374180,1972,BK,book,My dear Wister: the Frederic Remington-Owen Wister letters / By Ben Merchant Vorpahl. With a foreword by Wallace Stegner. -,
mdp.49015002398437,1955,BK,book,Myths every child should know / Illus. by Colleen Browning.,
mdp.39015006391273,1968,BK,book,Narrow angle electron guns and cathode ray tubes.,
uva.x001401444,1968,BK,book,Narrow angle electron guns and cathode ray tubes.,
uc1.b4445892,1970,BK,book,Nathaniel Hawthorne; an approach to an analysis of artistic creation. Translated from the French by Derek Coltman.,
mdp.39015002229147,1970,BK,book,Nathaniel Hawthorne; an approach to an analysis of artistic creation. Translated from the French by Derek Coltman.,
mdp.39015001784266,1970,BK,book,Nathaniel Hawthorne; an approach to an analysis of artistic creation. Translated from the French by Derek Coltman.,
ien.35556030203848,1975,BK,book,"Naval Air Station, North Island, Project 800, proposed new ammunition facility : environmental impact statement.",D
ien.35556030218705,1974,BK,book,"Naval ammunition depot, Oahu : environmental impact statement.",D
uc1.c2908679,1956,BK,book,Negative resistance in point-contact semi-conductor devices / by Bradford Eugene Kruger.,
mdp.39015031607743,1962,BK,book,Negroes with guns / by Robert F. Williams. Edited by Marc Schleifer. Introd. by John Henrik Clarke.,
mdp.39015074200679,1962,BK,book,Negroes with guns.,
osu.32435011522141,1971,BK,book,"New poems, by Robert Browning and Elizabeth Barrett Browning. Edited by Sir Frederic G. Kenyon. New York, Macmillan, 1915.",
ucw.ark:/13960/t3fx85m42,1948,BK,book,"Niagara's frontier, without a soldier and without a gun.",
uiug.30112049416305,1948,BK,book,"Niagara's frontier, without a soldier and without a gun.",
mdp.39015048711678,1979,BK,book,Night studies : a novel / by Cyrus Colter.,
uc1.c2946359,1961,BK,book,Noise in crossed-field guns / by Rangaiya Aswathanarayana Rao.,
umn.31951d00382063o,1975,BK,book,Non-enzymatic browning kinetics of an intermediate moisture model food system / by Henry Charles Warmbier.,
miua.4738143.0001.001,1970,BK,book,"Nondestructive activation analysis of environmental samples : technical report / [by] Richard Dams [and] John A. Robbins. John W. Winchester, Project Director.",
uva.x000605932,1966,BK,book,North Carolina parade; stories of history and people [by] Richard Walser and Julia Montgomery Street.  Illus. by Dixie Burrus Browning.,
uc1.b4272059,1973,BK,book,Not with a gun.,
mdp.39015072235206,1974,BK,book,Nursing and the aging patient / compiled by Mary H. Browning.,
mdp.39015003787549,1973,BK,book,Nursing and the cancer patient / compiled by Mary H. Browning and Edith P. Lewis.,
mdp.39015074094098,1972,BK,book,Nursing in respiratory diseases / Compiled by Edith P. Lewis and Mary H. Browning.,
ien.35556021293055,1972,BK,book,"Occupational licensing and public policy / Benjamin Shimberg, Barbara F. Esser, Daniel H. Kruger ; prepared at Educational Testing Service.",
