htid,year,stratum,title,reason
coo.31924002899221,1968,book,Bayou backwaters [by] Allan W. Eckert. With an introd. by Marlin Perkins. Illustrated by Joseph Cellini.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000625627,1978,book,Before the revolution : a view of Russia under the last Tsar / [compiled by] Kyril Fitzlyon and Tatiana Browning.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015056438255,1979,book,"Beginnings, a university art museum collects : inaugural exhibition/the University of Kentucky Art Museum / introduction by Priscilla Colt ; introductory notes on the collections by Bruce Weber.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015016217799,1971,book,Behavior modification in child treatment; an experimental and clinical approach / [by] Robert M. Browning and Donald O. Stover.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015016217781,1971,book,Behavior modification in child treatment; an experimental and clinical approach / [by] Robert M. Browning and Donald O. Stover.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015072261145,1971,book,Behavior modification in child treatment; an experimental and clinical approach / [by] Robert M. Browning and Donald O. Stover.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4529023,1971,book,Behavior modification in child treatment; an experimental and clinical approach / [by] Robert M. Browning and Donald O. Stover.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015019966160,1972,book,Behind the glass / Translated by Derek Coltman.,book: no firearm word or gun-context brand in title
uva.x000176220,1977,book,Ben Ritter's Guide to the microfilmed Frederick County-Winchester (Virginia) census of 1850 : population schedules of the seventh census of the United States : National Archives microfilm publications.,book: brand name with no gun context (poet/painter/place/horse)
inu.30000011359266,1952,book,"Big Bend, a homesteader's story, by J.O. Langford with Fred Gipson.  Photos by Henry B. Du Pont and Joe W. Langford, drawings by Hal Story.",book: no firearm word or gun-context brand in title
uva.x000015417,1973,book,"Big Bend; a homesteader's story, by J. O. Langford, with Fred Gipson. Photos. by Henry B. Du Pont and Joe W. Langford. Drawings by Hal Story.",book: no firearm word or gun-context brand in title
mdp.39015002613183,1980,book,"Biography in the 18th century / J. D. Browning, editor in chief.",book: brand name with no gun context (poet/painter/place/horse)
uva.x000170865,1980,book,"Biography in the 18th century / J. D. Browning, editor in chief.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4315350,1980,book,"Biography in the 18th century / J. D. Browning, editor in chief.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001915670,1969,book,Biology and its relation to mankind / [by] A. M. Winchester. With photographic illus. by the author.,book: brand name with no gun context (poet/painter/place/horse)
wu.89058291402,1980,book,"Blackfeet heritage, 1907-1908 : Blackfeet Indian Reservation, Browning, Montana / edited by Roxanne DeMarce.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015030939097,1974,book,Blast-power & ballistics : concepts of force and energy in the ancient world / Jack Lindsay.,book: no firearm word or gun-context brand in title
wu.89067603878,1956,book,Block Island : lore and legends / by Ethel Colt Ritchie.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015009374706,1980,book,Blood relations : the rise & fall of the du Ponts of Delaware / Leonard Mosley.,book: no firearm word or gun-context brand in title
coo.31924002874711,1939,book,Boron nutrition of cauliflower in relation to browning.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924001517386,1980,book,"Brain and learning : directions in early childhood education / Marlin Languis, Tobie Sanders, Steven Tipps ; [photos, Betty C. Ford ... et al.].",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015064568374,1945,book,Brawn and brains; the adventures of an international contractor / by Franklin Remington.,book: brand name with no gun context (poet/painter/place/horse)
wu.89038750105,1945,book,Brawn and brains; the adventures of an international contractor / by Franklin Remington.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015003491274,1969,book,"British dramatists from Dryden to Sheridan / edited by George H. Nettleton and Arthur E. Case. Rev. by George Winchester Stone, Jr.",book: brand name with no gun context (poet/painter/place/horse)
osu.32435009104431,1977,book,Browning / by Sir Frank T. Marzials.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015025114086,1952,book,Browning and America.,book: brand name with no gun context (poet/painter/place/horse)
coo.31924014151264,1965,book,Browning and the dramatic monologue; nature and interpretation of an overlooked form of literature.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002242678,1969,book,Browning as the poet of immortality and love; a paper read to the Poetry Society on the fiftieth anniversary of the death of Robert Browning.,book: brand name with no gun context (poet/painter/place/horse)
uc1.x28145,1965,book,Browning of white wines.,book: brand name with no gun context (poet/painter/place/horse)
uc1.c2891774,1956,book,Browning rates and equilibrium vapor pressures of white potatoes in later stages of dehydration / by Carl Ernest Hendel.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015064857397,1933,book,"Browning the world over; being Baylor university Browning interests, series six, Browning's international influence, and series seven, A bibliography of foreign Browningiana / by A. Joseph Armstrong ...",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015081564240,1972,book,Browning's Old schoolfellow; the artistic relationship of two Robert Brownings / by Jack Herring.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008184890,1964,book,Browning's Parleyings; the autobiography of a mind.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4937890,1972,book,"Browning's Ring metaphor and truth, by Paul A. Cundiff.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015008163951,1972,book,"Browning's Ring metaphor and truth, by Paul A. Cundiff.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001345621,1968,book,"Browning's Roman murder story; a reading of The ring and the book / [by] Richard D. Altick and James F. Loucks, II.",book: brand name with no gun context (poet/painter/place/horse)
uc1.$b387463,1969,book,Browning's analysis of a murder; a case for The inn album.,book: brand name with no gun context (poet/painter/place/horse)
mdp.49015001006486,1961,book,Browning's characters; a study in poetic technique.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000225485,1961,book,Browning's characters; a study in poetic techniques.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015009046544,1948,book,Browning's essay on Chatterton / ed. with introductory chapters and notes by Donald Smalley; with a foreword by William C. De Vane.,book: brand name with no gun context (poet/painter/place/horse)
uc1.$b683254,1948,book,Browning's essay on Chatterton / ed. with introductory chapters and notes by Donald Smalley; with a foreword by William C. De Vane.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000225519,1975,book,"Browning's later poetry, 1871-1889 / Clyde de L. Ryals.",book: brand name with no gun context (poet/painter/place/horse)
mdp.49015001004861,1968,book,Browning's mind and art / [by] Richard D. Altick [and others] Essays edited by Clarence Tracy.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4937895,1968,book,Browning's poetry of reticence.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4582044,1965,book,Browning's star-imagery; the study of a detail in poetic design,book: brand name with no gun context (poet/painter/place/horse)
mdp.49015001007625,1965,book,Browning's star-imagery; the study of a detail in poetic design,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4582177,1979,book,"Browning's trumpeter : the correspondence of Robert Browning and Frederick J. Furnivall, 1872-1889 / edited by William S. Peterson.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015013346435,1979,book,"Browning's trumpeter : the correspondence of Robert Browning and Frederick J. Furnivall, 1872-1889 / edited by William S. Peterson.",book: brand name with no gun context (poet/painter/place/horse)
uc1.b4937897,1977,book,Browning's youth / John Maynard.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39076005235853,1977,book,Browning's youth / John Maynard.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015010529447,1932,book,"Browning, background and conflict / [by] F. R. G. Duckworth, with a prefatory word by William Lyon Phelps.",book: brand name with no gun context (poet/painter/place/horse)
inu.32000006218525,1960,book,"Browning. Selected, with an introd. and notes, by Reed Whittemore.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015000350515,1966,book,Browning: background and conflict / [by] F.R.G. Duckworth. With a prefatory word by William Lyon Phelps.,book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001449878,1970,book,Browning: the critical heritage / Edited by Boyd Litzinger and Donald Smalley.,book: brand name with no gun context (poet/painter/place/horse)
wu.89038491783,1975,book,"Build your own playground! A sourcebook of play sculptures, designs, and concepts from the work of Jay Beckwith. Photos. by Suzanne Arms. Drawings by Susan Colton.",book: no firearm word or gun-context brand in title
nyp.33433062537422,1951,book,"Canby, Shipley, Lea, Roberts, Price, Bradford, Du Pont, Boden, Newkirk.",book: no firearm word or gun-context brand in title
uc1.$b727315,1940,book,"Captain Lee Hall of Texas, by Dora Neill Raymond; with illus. by Louis Lundean and Frederic Remington.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015002418278,1975,book,"Cardiac arrhythmias : the modern electrophysiological approach / edited by Dennis M. Krikler, John F. Goodwin ; contributors, J. Coltart [and others].",book: no firearm word or gun-context brand in title
mdp.39015028123738,1976,book,Carl H. Milam and the United Nations Library / edited and with an introd. by Doris Cruger Dale.,book: no firearm word or gun-context brand in title
mdp.39015036878174,1976,book,Carl H. Milam and the United Nations Library / edited and with an introd. by Doris Cruger Dale.,book: no firearm word or gun-context brand in title
nyp.33433009109145,1950,book,"Cartridge identification, by Henry P. White and Burton D. Munhall; drawings by Henry P. White.",book: no firearm word or gun-context brand in title
pst.000044813390,1967,book,Cartridges for collectors / by Fred A. Datig.,book: no firearm word or gun-context brand in title
pst.000044813413,1967,book,Cartridges for collectors / by Fred A. Datig.,book: no firearm word or gun-context brand in title
pst.000044813383,1967,book,Cartridges for collectors / by Fred A. Datig.,book: no firearm word or gun-context brand in title
mdp.39015008462114,1977,book,Casa Guidi windows / Elizabeth Barrett Browning ; edited with an introd. by Julia Markus.,book: brand name with no gun context (poet/painter/place/horse)
uc1.$b100455,1969,book,"Cases and materials on criminal law and its procedures, by Frank J. Remington",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015005375046,1968,book,Cataloging nonprint materials in the Alexis I. duPont Special School District / [by] Kathryn S. Howie [and others].,book: no firearm word or gun-context brand in title
uc1.31822031143704,1969,book,"Ceramic nuclear fuels; [proceedings of the] international symposium, May 3-8, 1969, Washington, D.C., sponsored by the Nuclear Division of the American Ceramic Society. Edited by Owen L. Kruger [and] Alexis I. Kaznoff",book: no firearm word or gun-context brand in title
uiug.30112107183425,1961,book,"Championship debating; West Point national debate tournament, final-round debates and critiques, 1949-60. Edited by: Russel R. Windes [and] Arthur N. Kruger.",book: no firearm word or gun-context brand in title
uc1.x28662,1959,book,Characteristics of browning enzymes in Fay Elberta freestone peaches.,book: brand name with no gun context (poet/painter/place/horse)
uc1.x28526,1961,book,Characteristics of the polyphenoloxidase system in browning of Bartlett pears.,book: brand name with no gun context (poet/painter/place/horse)
uc1.b4347320,1975,book,Chasin' the Trane : the music and mystique of John Coltrane / J. C. Thomas.,book: no firearm word or gun-context brand in title
mdp.39015064146387,1976,book,Chasin' the Trane : the music and mystique of John Coltrane / J.C. Thomas.,book: no firearm word or gun-context brand in title
mdp.39015019053704,1979,book,"China notebook, 1975-1978 / Jan Myrdal ; photos. by Gun Kessle ; translated from the Swedish by Rolf vom Dorp.",book: gun word is physics or a personal name
mdp.39015008805841,1970,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,book: gun word is physics or a personal name
uc1.$b592505,1970,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,book: gun word is physics or a personal name
ien.35556002084887,1970,book,China: the revolution continued / [by] Jan Myrdal and Gun Kessle. Translated from the rev. Swedish ed. by Paul Britten Austin.,book: gun word is physics or a personal name
mdp.39015002628660,1965,book,"Chinese journey / Photos, by Gun Kessle. Text by Jan Myrdal.",book: gun word is physics or a personal name
mdp.39015070418143,1965,book,"Chinese journey / Photos, by Gun Kessle. Text by Jan Myrdal.",book: gun word is physics or a personal name
uc1.31822014407787,1970,book,"Church silver of Colonial Virginia. An exhibition organized by the Virginia Museum, February 2-March 8, 1970; [catalogue. George A. Cruger, ed",book: no firearm word or gun-context brand in title
wu.89065991861,1974,book,"Churches on Cape Cod / by Marion Rawson Vuilleumier ; ill., Pierre Du Pont Vuilleumier.",book: no firearm word or gun-context brand in title
uva.x000748355,1969,book,"Civil War battles in Winchester and Frederick County, Virginia, 1861-1865.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015001659252,1941,book,"Clara Barton, daughter of destiny / by Blanche Colton Williams ... 31 illustrations.",book: no firearm word or gun-context brand in title
uc1.b4087783,1941,book,"Clara Barton, daughter of destiny / by Blanche Colton Williams ... 31 illustrations.",book: no firearm word or gun-context brand in title
uva.x006029424,1975,book,Climate and the affairs of men / Nels Winkless III and Iben Browning.,book: brand name with no gun context (poet/painter/place/horse)
inu.39000008104528,1975,book,Climate and the affairs of men / Nels Winkless III and Iben Browning.,book: brand name with no gun context (poet/painter/place/horse)
nnc2.ark:/13960/t0zp8q55r,1939,book,Co-operation with thirty countries : why how where : the international service of the North American Young Men's Christian Associations / by E.T. Colton.,book: no firearm word or gun-context brand in title
uc1.b4415070,1969,book,"Collective bargaining in the public service. Edited by Daniel H. Kruger [and] Charles T. Schmidt, Jr.",book: no firearm word or gun-context brand in title
mdp.39015065682877,1969,book,"Collective bargaining in the public service. Edited by Daniel H. Kruger [and] Charles T. Schmidt, Jr.",book: no firearm word or gun-context brand in title
uva.x006119640,1979,book,"Colleen Browning : recent paintings. From January 31 to February 17, 1979.",book: brand name with no gun context (poet/painter/place/horse)
mdp.39015007213559,1964,book,Colonial grandeur in Philadelphia; the house and furniture of General John Cadwalader / by Nicholas B. Wainwright. Foreword by Henry Francis du Pont.,book: no firearm word or gun-context brand in title
mdp.39076002227879,1950,book,Colt of destiny : a story of the California missions / by Alida Malkus ; illustrations by Manning de V. Lee.,book: brand name with no gun context (poet/painter/place/horse)
wu.89031312499,1956,book,"Colt sense, colt training / by Bob A. Carson.",book: brand name with no gun context (poet/painter/place/horse)
uc1.31822001316520,1956,book,"Colton : the Spanish fringe, 1772-1873 / by Clark Harding Jones.  The August 1956 newsletter of the Archeological Survey Association of Southern California. Report of Museum Association activities",book: no firearm word or gun-context brand in title
mdp.39076005084988,1936,book,Colts of Pegasus / compiled and edited by Frances Coffin Boaz; Beth Whatley Robertson: preface; Mary Eleanor Witherspoon: jacket design.,book: no firearm word or gun-context brand in title
mdp.39015016757042,1960,book,Column south: with the Fifteenth Pennsylvania Cavalry from Antietam to the capture of Jefferson Davis / Compiled by Suzanne Colton Wilson. Edited by J. Ferrell Colton and Antoinette G. Smith. Drawings by Barton A. Wright.,book: no firearm word or gun-context brand in title
mdp.39015020751874,1979,book,"Commissars, commanders, and civilian authority : the structure of Soviet military politics / Timothy J. Colton.",book: no firearm word or gun-context brand in title
wu.89102032919,1937,book,"Complete guide to handloading; a treatise on handloading for pleasure, economy, and utility, by Philip B. Sharpe.",book: no firearm word or gun-context brand in title
uva.x000221440,1969,book,Concerning Vatican Council II  / by Karl Rahner; translated by Karl-H. and Boniface Kruger.,book: no firearm word or gun-context brand in title
uva.x000412545,1969,book,Concerning Vatican Council II  / by Karl Rahner; translated by Karl-H. and Boniface Kruger.,book: no firearm word or gun-context brand in title
cub.p102320907002,1953,book,Corporate finance : principles and practice / Editors: Herbert Arkin [and] Raymond R. Colton.,book: no firearm word or gun-context brand in title
uiug.30112060748354,1965,book,"County government in North Carolina, by Robert G. Byrd [and others] George A. Coltrane, editor.",book: no firearm word or gun-context brand in title
chi.20873023,1969,book,"Crooked trails, written and illustrated by Frederic Remington.",book: brand name with no gun context (poet/painter/place/horse)
uc1.32106001059697,1976,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
txu.059173026798095,1976,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
txu.059173026798109,1976,book,Current perspectives in Latin American urban research : [papers] / edited by Alejandro Portes and Harley L. Browning.,book: brand name with no gun context (poet/painter/place/horse)
